file_id,input_path,output_path,field,value,confidence,engine,regionCode,regionName,type,bbox,artifactLocalPath
MX-M3658N_20260813_185228_015.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_015.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_015.png,fill_q13_answer_text,8,0.9994077682495117,paddleocr,Q13,第13题填空题,answer,"[485, 1068, 225, 60]",
MX-M3658N_20260813_185228_015.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_015.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_015.png,fill_q14_answer_text,9,0.9999058246612549,paddleocr,Q14,第14题填空题,answer,"[790, 1068, 225, 60]",
MX-M3658N_20260813_185228_015.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_015.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_015.png,q15_score_text,30,0.9999841451644897,paddleocr,Q15,第15题解答题,score,"[125, 1182, 95, 65]",
MX-M3658N_20260813_185228_015.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_015.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_015.png,solution_q15_answer_text,,0.0,paddleocr,Q15,第15题解答题,answer,"[85, 1257, 1020, 300]",
MX-M3658N_20260813_185228_016.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_016.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_016.png,fill_blank_score_text,/0,0.8229875564575195,paddleocr,FillBlank,填空题,score,"[125, 998, 95, 60]",
MX-M3658N_20260813_185228_016.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_016.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_016.png,fill_q12_answer_text,4,0.9997748732566833,paddleocr,Q12,第12题填空题,answer,"[170, 1068, 225, 60]",
MX-M3658N_20260813_185228_016.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_016.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_016.png,fill_q13_answer_text,5,0.9994957447052002,paddleocr,Q13,第13题填空题,answer,"[485, 1068, 225, 60]",
MX-M3658N_20260813_185228_016.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_016.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_016.png,fill_q14_answer_text,6,0.9995121955871582,paddleocr,Q14,第14题填空题,answer,"[790, 1068, 225, 60]",
MX-M3658N_20260813_185228_016.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_016.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_016.png,q15_score_text,17,0.9995051622390747,paddleocr,Q15,第15题解答题,score,"[125, 1182, 95, 65]",
MX-M3658N_20260813_185228_016.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_016.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_016.png,solution_q15_answer_text,,0.0,paddleocr,Q15,第15题解答题,answer,"[85, 1257, 1020, 300]",
MX-M3658N_20260813_185228_017.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_017.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_017.png,fill_blank_score_text,/5,0.7640551328659058,paddleocr,FillBlank,填空题,score,"[125, 998, 95, 60]",
MX-M3658N_20260813_185228_017.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_017.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_017.png,fill_q12_answer_text,2π,0.7215237617492676,paddleocr,Q12,第12题填空题,answer,"[170, 1068, 225, 60]",
MX-M3658N_20260813_185228_017.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_017.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_017.png,fill_q13_answer_text,3,0.9999196529388428,paddleocr,Q13,第13题填空题,answer,"[485, 1068, 225, 60]",
MX-M3658N_20260813_185228_017.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_017.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_017.png,fill_q14_answer_text,75,0.6322718262672424,paddleocr,Q14,第14题填空题,answer,"[790, 1068, 225, 60]",
MX-M3658N_20260813_185228_017.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_017.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_017.png,q15_score_text,15,0.9997696280479431,paddleocr,Q15,第15题解答题,score,"[125, 1182, 95, 65]",
MX-M3658N_20260813_185228_017.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_017.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_017.png,solution_q15_answer_text,,0.0,paddleocr,Q15,第15题解答题,answer,"[85, 1257, 1020, 300]",
MX-M3658N_20260813_185228_018.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_018.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_018.png,fill_blank_score_text,10,0.9022541642189026,paddleocr,FillBlank,填空题,score,"[125, 998, 95, 60]",
MX-M3658N_20260813_185228_018.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_018.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_018.png,fill_q12_answer_text,C,0.12094225734472275,paddleocr,Q12,第12题填空题,answer,"[170, 1068, 225, 60]",
MX-M3658N_20260813_185228_018.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_018.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_018.png,fill_q13_answer_text,,0.0,paddleocr,Q13,第13题填空题,answer,"[485, 1068, 225, 60]",
MX-M3658N_20260813_185228_018.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_018.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_018.png,fill_q14_answer_text,,0.0,paddleocr,Q14,第14题填空题,answer,"[790, 1068, 225, 60]",
MX-M3658N_20260813_185228_018.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_018.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_018.png,q15_score_text,12,0.9961009621620178,paddleocr,Q15,第15题解答题,score,"[125, 1182, 95, 65]",
MX-M3658N_20260813_185228_018.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_018.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_018.png,solution_q15_answer_text,,0.0,paddleocr,Q15,第15题解答题,answer,"[85, 1257, 1020, 300]",
MX-M3658N_20260813_185228_019.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_019.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_019.png,fill_blank_score_text,5,0.9962401390075684,paddleocr,FillBlank,填空题,score,"[125, 998, 95, 60]",
MX-M3658N_20260813_185228_019.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_019.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_019.png,fill_q12_answer_text,2C,0.6279751509428024,paddleocr,Q12,第12题填空题,answer,"[170, 1068, 225, 60]",
MX-M3658N_20260813_185228_019.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_019.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_019.png,fill_q13_answer_text,M,0.34298253059387207,paddleocr,Q13,第13题填空题,answer,"[485, 1068, 225, 60]",
MX-M3658N_20260813_185228_019.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_019.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_019.png,fill_q14_answer_text,4,0.9999465942382812,paddleocr,Q14,第14题填空题,answer,"[790, 1068, 225, 60]",
MX-M3658N_20260813_185228_019.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_019.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_019.png,q15_score_text,20,0.9999155402183533,paddleocr,Q15,第15题解答题,score,"[125, 1182, 95, 65]",
MX-M3658N_20260813_185228_019.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_019.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_019.png,solution_q15_answer_text,,0.0,paddleocr,Q15,第15题解答题,answer,"[85, 1257, 1020, 300]",
MX-M3658N_20260813_185228_020.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_020.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_020.png,fill_blank_score_text,14,0.9961223602294922,paddleocr,FillBlank,填空题,score,"[125, 998, 95, 60]",
MX-M3658N_20260813_185228_020.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_020.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_020.png,fill_q12_answer_text,√2,0.8768292665481567,paddleocr,Q12,第12题填空题,answer,"[170, 1068, 225, 60]",
MX-M3658N_20260813_185228_020.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_020.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_020.png,fill_q13_answer_text,2,0.5414648652076721,paddleocr,Q13,第13题填空题,answer,"[485, 1068, 225, 60]",
MX-M3658N_20260813_185228_020.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_020.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_020.png,fill_q14_answer_text,4,0.9998284578323364,paddleocr,Q14,第14题填空题,answer,"[790, 1068, 225, 60]",
MX-M3658N_20260813_185228_020.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_020.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_020.png,q15_score_text,22,0.999374508857727,paddleocr,Q15,第15题解答题,score,"[125, 1182, 95, 65]",
MX-M3658N_20260813_185228_020.png,.jcode_runs\gaoyi1-choice-refined\MX-M3658N_20260813_185228_020.pdf,outputs\gaoyi1-choice-refined\CheckedOMRs\MX-M3658N_20260813_185228_020.png,solution_q15_answer_text,,0.0,paddleocr,Q15,第15题解答题,answer,"[85, 1257, 1020, 300]",
